PeriodEnd,PeriodStart,Time,Period,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-07-09T19:45:00Z,2021-07-09T19:40:00Z,4065,PT5M,40.7,167,0,16.4,155,861,846,1000,974,1001,41.2,24.3,0,962.9,295,4.2,11,0.23
2021-07-09T19:50:00Z,2021-07-09T19:45:00Z,4070,PT5M,40.8,162,0,16.4,154,861,845,999,973,1001,41.1,24.1,0,962.8,295,4.3,11,0.23
2021-07-09T19:55:00Z,2021-07-09T19:50:00Z,4075,PT5M,40.9,156,0,16.4,154,861,844,998,972,1001,41.1,24,0,962.7,296,4.3,12,0.23
2021-07-09T20:00:00Z,2021-07-09T19:55:00Z,4080,PT5M,41,151,0,16.3,153,861,842,996,969,1001,41,23.8,0,962.7,296,4.4,12,0.23
2021-07-09T20:05:00Z,2021-07-09T20:00:00Z,4085,PT5M,41.1,146,0,16.3,153,861,841,994,967,1001,41,23.7,0,962.6,296,4.4,13,0.23
2021-07-09T20:10:00Z,2021-07-09T20:05:00Z,4090,PT5M,41.2,142,0,16.3,152,861,839,991,964,1001,40.9,23.6,0,962.5,296,4.4,13,0.23
2021-07-09T20:15:00Z,2021-07-09T20:10:00Z,4095,PT5M,41.2,138,0,16.3,152,861,836,988,960,1001,40.7,23.4,0,962.4,296,4.5,14,0.23
2021-07-09T20:20:00Z,2021-07-09T20:15:00Z,4100,PT5M,41.3,134,0,16.2,151,861,833,984,956,1001,40.6,23.3,0,962.4,296,4.5,15,0.23
2021-07-09T20:25:00Z,2021-07-09T20:20:00Z,4105,PT5M,41.4,131,0,16.2,151,861,830,981,952,1001,40.5,23.1,0,962.3,296,4.5,15,0.23
2021-07-09T20:30:00Z,2021-07-09T20:25:00Z,4110,PT5M,41.5,128,0,16.2,150,860,826,976,946,1000,40.4,23,0,962.2,296,4.5,16,0.23
2021-07-09T20:35:00Z,2021-07-09T20:30:00Z,4115,PT5M,41.5,125,0,16.1,150,859,822,972,941,1000,40.3,22.9,0,962.1,296,4.5,17,0.23
2021-07-09T20:40:00Z,2021-07-09T20:35:00Z,4120,PT5M,41.6,122,0,16.1,150,858,817,966,935,1000,40.2,22.7,0,962.1,296,4.5,18,0.23
2021-07-09T20:45:00Z,2021-07-09T20:40:00Z,4125,PT5M,41.7,120,0,16.1,149,857,811,961,928,999,40.1,22.6,0,962,296,4.6,19,0.23
2021-07-09T20:50:00Z,2021-07-09T20:45:00Z,4130,PT5M,41.7,118,0,16,149,855,805,954,921,999,40,22.5,0,961.9,296,4.6,20,0.23
2021-07-09T20:55:00Z,2021-07-09T20:50:00Z,4135,PT5M,41.8,116,0,16,149,854,799,948,913,998,39.9,22.3,0,961.8,296,4.6,21,0.23
2021-07-09T21:00:00Z,2021-07-09T20:55:00Z,4140,PT5M,41.9,114,0,16,149,852,792,941,905,997,39.8,22.2,0,961.7,296,4.6,22,0.23
2021-07-09T21:05:00Z,2021-07-09T21:00:00Z,4145,PT5M,42,112,0,15.9,148,850,785,934,897,996,39.6,22.1,0,961.7,296,4.7,23,0.23
2021-07-09T21:10:00Z,2021-07-09T21:05:00Z,4150,PT5M,42,111,0,15.9,148,848,778,926,888,996,39.5,21.9,0,961.6,295,4.8,24,0.23
2021-07-09T21:15:00Z,2021-07-09T21:10:00Z,4155,PT5M,42.1,109,0,15.9,148,846,770,918,878,995,39.4,21.8,0,961.5,295,4.8,24,0.23
2021-07-09T21:20:00Z,2021-07-09T21:15:00Z,4160,PT5M,42.1,108,0,15.8,147,844,762,909,869,993,39.3,21.7,0,961.4,294,4.9,25,0.23
2021-07-09T21:25:00Z,2021-07-09T21:20:00Z,4165,PT5M,42.2,107,0,15.8,147,842,754,900,858,992,39.2,21.6,0,961.3,293,5,26,0.23
2021-07-09T21:30:00Z,2021-07-09T21:25:00Z,4170,PT5M,42.3,105,0,15.8,146,840,745,891,848,991,39.1,21.5,0,961.3,293,5.1,27,0.23
2021-07-09T21:35:00Z,2021-07-09T21:30:00Z,4175,PT5M,42.3,104,0,15.7,146,838,736,882,837,990,39,21.4,0,961.2,292,5.1,29,0.23
2021-07-09T21:40:00Z,2021-07-09T21:35:00Z,4180,PT5M,42.4,103,0,15.7,145,836,727,872,825,988,38.9,21.3,0,961.1,291,5.2,30,0.23
2021-07-09T21:45:00Z,2021-07-09T21:40:00Z,4185,PT5M,42.4,102,0,15.7,144,834,718,862,813,987,38.8,21.2,0,961,291,5.3,31,0.23
2021-07-09T21:50:00Z,2021-07-09T21:45:00Z,4190,PT5M,42.5,101,0,15.6,143,832,708,851,801,985,38.7,21,0,960.9,290,5.4,32,0.23
2021-07-09T21:55:00Z,2021-07-09T21:50:00Z,4195,PT5M,42.5,100,0,15.6,142,829,699,840,789,983,38.6,20.9,0,960.9,290,5.5,33,0.23
2021-07-09T22:00:00Z,2021-07-09T21:55:00Z,4200,PT5M,42.6,99,0,15.6,140,827,688,829,776,982,38.5,20.8,0,960.8,289,5.5,34,0.23
2021-07-09T22:05:00Z,2021-07-09T22:00:00Z,4205,PT5M,42.6,98,0,15.5,139,824,678,817,762,979,38.5,20.8,0,960.7,289,5.6,35,0.23
2021-07-09T22:10:00Z,2021-07-09T22:05:00Z,4210,PT5M,42.6,97,0,15.5,138,821,667,805,748,977,38.5,20.7,0,960.7,289,5.7,36,0.23
2021-07-09T22:15:00Z,2021-07-09T22:10:00Z,4215,PT5M,42.6,96,0,15.5,137,818,655,793,734,974,38.6,20.7,0,960.6,289,5.7,37,0.23
2021-07-09T22:20:00Z,2021-07-09T22:15:00Z,4220,PT5M,42.6,95,0,15.4,136,815,644,780,719,971,38.6,20.6,0,960.6,289,5.8,38,0.23
2021-07-09T22:25:00Z,2021-07-09T22:20:00Z,4225,PT5M,42.6,95,0,15.4,135,811,632,767,705,969,38.6,20.6,0,960.6,289,5.8,39,0.23
2021-07-09T22:30:00Z,2021-07-09T22:25:00Z,4230,PT5M,42.6,94,0,15.4,134,808,620,753,689,965,38.7,20.6,0,960.5,289,5.9,40,0.23
2021-07-09T22:35:00Z,2021-07-09T22:30:00Z,4235,PT5M,42.6,93,0,15.3,133,804,607,740,674,962,38.7,20.5,0,960.5,289,5.9,41,0.23
2021-07-09T22:40:00Z,2021-07-09T22:35:00Z,4240,PT5M,42.6,92,0,15.3,131,799,594,726,658,958,38.8,20.5,0,960.4,289,6,42,0.23
2021-07-09T22:45:00Z,2021-07-09T22:40:00Z,4245,PT5M,42.6,92,0,15.3,130,795,581,712,642,954,38.8,20.4,0,960.4,290,6,43,0.23
2021-07-09T22:50:00Z,2021-07-09T22:45:00Z,4250,PT5M,42.6,91,0,15.2,129,790,568,697,625,950,38.9,20.4,0,960.4,290,6.1,44,0.23
2021-07-09T22:55:00Z,2021-07-09T22:50:00Z,4255,PT5M,42.6,90,0,15.2,128,785,554,682,608,945,38.9,20.4,0,960.3,290,6.1,45,0.23
2021-07-09T23:00:00Z,2021-07-09T22:55:00Z,4260,PT5M,42.6,90,0,15.2,127,780,540,667,591,940,39,20.3,0,960.3,290,6.2,46,0.23
2021-07-09T23:05:00Z,2021-07-09T23:00:00Z,4265,PT5M,42.6,89,0,15.2,125,775,526,652,574,935,39,20.3,0,960.3,290,6.2,47,0.23
2021-07-09T23:10:00Z,2021-07-09T23:05:00Z,4270,PT5M,42.6,88,0,15.2,124,769,512,636,557,929,39.1,20.3,0,960.3,290,6.2,48,0.23
2021-07-09T23:15:00Z,2021-07-09T23:10:00Z,4275,PT5M,42.6,88,0,15.2,123,763,498,621,539,924,39.2,20.4,0,960.2,290,6.2,49,0.23
2021-07-09T23:20:00Z,2021-07-09T23:15:00Z,4280,PT5M,42.5,87,0,15.2,121,757,483,605,521,917,39.3,20.4,0,960.2,290,6.1,50,0.23
2021-07-09T23:25:00Z,2021-07-09T23:20:00Z,4285,PT5M,42.5,86,0,15.2,120,751,468,588,503,911,39.4,20.5,0,960.2,290,6.1,51,0.23
2021-07-09T23:30:00Z,2021-07-09T23:25:00Z,4290,PT5M,42.5,86,0,15.2,118,744,454,572,485,904,39.5,20.5,0,960.2,290,6.1,52,0.23
2021-07-09T23:35:00Z,2021-07-09T23:30:00Z,4295,PT5M,42.5,85,0,15.2,117,737,438,555,466,896,39.6,20.5,0,960.2,290,6.1,53,0.23
2021-07-09T23:40:00Z,2021-07-09T23:35:00Z,4300,PT5M,42.4,84,0,15.2,116,729,423,539,448,888,39.7,20.6,0,960.2,290,6.1,55,0.23
2021-07-09T23:45:00Z,2021-07-09T23:40:00Z,4305,PT5M,42.4,84,0,15.2,114,721,408,522,429,880,39.7,20.6,0,960.2,290,6,56,0.23
2021-07-09T23:50:00Z,2021-07-09T23:45:00Z,4310,PT5M,42.4,83,0,15.2,113,712,392,505,411,871,39.8,20.6,0,960.2,290,6,57,0.23
2021-07-09T23:55:00Z,2021-07-09T23:50:00Z,4315,PT5M,42.4,83,0,15.2,111,703,376,488,392,861,39.9,20.7,0,960.2,290,6,58,0.23
2021-07-10T00:00:00Z,2021-07-09T23:55:00Z,4320,PT5M,42.3,82,0,15.2,110,694,361,471,374,851,40.1,20.7,0,960.1,290,5.9,59,0.23
