#Meteo hourly data
#Site, Solcast_site_-111.973816_33.073528
#Country, United States
#Data Source, Solcast https://solcast.com
#Time step, 1
#Latitude, 33.0735
#Longitude, -111.9738
#Altitude, 360
#Time Zone, -8.0
Year,Month,Day,Hour,Minute,Tamb,Azimuth,Cloudopacity,DewPoint,DHI,DNI,EBH,GHI,Pw,SnowDepth,Pressure,WindDir,WindVel,AlbedoDaily,Zenith
Year,Month,Day,Hour,Minute,[deg C],[degree],[%],[deg C],[W/m2],[W/m2],[W/m2],[W/m2],[cm],[cm],[mbar],[degree],[m/s],[],[degree]
2021,6,30,0,0,30.3,-16,26.5,13.3,0,0,0,0,3.71,0.0,962.3,317,3.6,0.23,122
2021,6,30,1,0,29.7,-31,20.3,14.6,0,0,0,0,3.77,0.0,962.7,315,3.8,0.23,117
2021,6,30,2,0,28.8,-43,21.0,15.1,0,0,0,0,3.8,0.0,963.3,322,2.8,0.23,109
2021,6,30,3,0,28.3,-54,21.3,15.1,0,0,0,0,3.76,0.0,963.6,345,2.3,0.23,100
2021,6,30,4,0,28.4,-62,10.9,15.0,11,30,3,14,3.7,0.0,964.0,7,2.2,0.23,89
2021,6,30,5,0,29.1,-70,0.0,15.2,68,324,74,143,3.65,0.0,964.5,35,2.4,0.23,78
2021,6,30,6,0,30.5,-77,0.0,15.3,116,542,226,342,3.64,0.0,964.9,52,2.3,0.23,66
2021,6,30,7,0,31.9,-84,0.0,15.2,149,664,398,547,3.67,0.0,965.1,59,1.3,0.23,53
2021,6,30,8,0,33.2,-92,0.0,15.0,173,733,556,729,3.69,0.0,964.9,42,0.7,0.23,41
2021,6,30,9,0,34.6,-103,1.3,14.7,212,737,647,859,3.71,0.0,964.6,148,0.4,0.23,28
2021,6,30,10,0,36.1,-124,7.5,14.4,326,594,567,893,3.72,0.0,964.1,216,1.0,0.23,17
2021,6,30,11,0,37.4,-179,3.3,13.9,250,726,714,964,3.71,0.0,963.4,267,1.9,0.23,11
2021,6,30,12,0,38.7,125,0.0,13.2,188,813,778,967,3.65,0.0,962.4,281,3.6,0.23,17
2021,6,30,13,0,39.4,103,0.0,12.6,195,769,678,873,3.6,0.0,961.5,289,5.8,0.23,28
2021,6,30,14,0,39.5,92,0.4,12.2,183,718,547,730,3.53,0.0,960.9,293,6.9,0.23,40
2021,6,30,15,0,39.1,84,10.2,12.3,249,411,247,496,3.5,0.0,960.5,303,6.2,0.23,53
2021,6,30,16,0,38.8,77,51.2,12.4,129,123,60,189,3.58,0.0,960.6,323,5.3,0.23,65
2021,6,30,17,0,37.9,70,70.8,12.0,34,0,0,34,3.61,0.0,961.0,352,5.9,0.23,77
2021,6,30,18,0,34.8,63,50.0,12.9,10,0,0,10,3.62,0.0,961.6,24,6.5,0.23,89
2021,6,30,19,0,32.2,54,25.4,14.4,0,0,0,0,3.64,0.0,962.5,73,4.3,0.23,100
2021,6,30,20,0,31.7,44,79.0,15.1,0,0,0,0,3.66,0.0,962.9,146,3.3,0.23,109
2021,6,30,21,0,31.0,31,88.9,16.2,0,0,0,0,3.79,0.0,963.5,168,3.8,0.23,117
2021,6,30,22,0,30.2,16,42.9,16.8,0,0,0,0,3.92,0.0,963.9,162,3.9,0.23,122
2021,6,30,23,0,29.7,0,65.5,16.9,0,0,0,0,3.95,0.0,963.9,166,3.0,0.23,124
2021,7,1,0,0,29.2,-16,50.9,17.0,0,0,0,0,3.93,0.0,963.8,179,1.4,0.23,122
2021,7,1,1,0,28.8,-31,53.2,17.0,0,0,0,0,3.88,0.0,963.6,350,0.2,0.23,117
2021,7,1,2,0,28.4,-43,31.6,17.0,0,0,0,0,3.89,0.0,963.5,19,1.0,0.23,109
2021,7,1,3,0,27.9,-54,47.4,17.0,0,0,0,0,3.93,0.0,963.6,15,1.3,0.23,100
2021,7,1,4,0,28.0,-62,30.7,17.1,11,4,1,11,3.92,0.0,964.0,7,1.4,0.23,89
2021,7,1,5,0,28.9,-70,6.0,16.9,80,228,54,134,3.88,0.0,964.4,3,1.2,0.23,78
2021,7,1,6,0,30.3,-77,9.1,16.6,162,351,151,313,3.85,0.0,964.8,353,0.8,0.23,66
2021,7,1,7,0,31.7,-84,0.0,16.3,141,679,407,547,3.83,0.0,964.8,333,0.8,0.23,53
2021,7,1,8,0,33.1,-92,0.0,16.0,159,755,571,731,3.81,0.0,964.6,332,1.3,0.23,41
2021,7,1,9,0,34.5,-103,0.0,15.6,179,789,693,872,3.78,0.0,964.4,335,1.6,0.23,28
2021,7,1,10,0,35.9,-124,0.0,14.9,228,757,723,951,3.71,0.0,963.8,338,1.8,0.23,17
2021,7,1,11,0,37.3,-179,0.0,13.8,233,765,752,984,3.62,0.0,962.9,341,2.3,0.23,11
2021,7,1,12,0,38.5,125,0.0,12.6,221,770,737,958,3.54,0.0,962.0,347,2.7,0.23,17
2021,7,1,13,0,39.3,103,0.0,11.7,189,780,688,877,3.49,0.0,961.1,354,2.9,0.23,28
2021,7,1,14,0,39.8,92,0.0,11.2,170,745,567,736,3.44,0.0,960.1,354,3.1,0.23,40
2021,7,1,15,0,39.9,84,0.0,11.0,147,674,407,554,3.42,0.0,959.4,343,3.5,0.23,53
2021,7,1,16,0,39.6,77,0.0,11.0,116,549,232,348,3.47,0.0,959.1,333,3.6,0.23,65
2021,7,1,17,0,38.8,70,13.4,11.3,89,148,42,131,3.54,0.0,959.3,331,2.9,0.23,77
2021,7,1,18,0,37.1,63,43.2,11.8,10,0,0,10,3.66,0.0,959.7,330,2.2,0.23,89
2021,7,1,19,0,35.4,54,33.2,12.4,0,0,0,0,3.83,0.0,960.3,8,1.6,0.23,100
2021,7,1,20,0,34.3,44,76.8,13.6,0,0,0,0,4.02,0.0,961.1,86,3.4,0.23,109
2021,7,1,21,0,34.0,31,90.5,14.4,0,0,0,0,4.15,0.0,961.7,106,4.8,0.23,117
2021,7,1,22,0,34.1,16,83.1,14.6,0,0,0,0,4.15,0.0,961.8,132,1.7,0.23,122
2021,7,1,23,0,33.5,0,66.6,14.7,0,0,0,0,4.06,0.0,961.8,286,2.0,0.23,124
2021,7,2,0,0,32.2,-16,54.3,15.1,0,0,0,0,4.04,0.0,961.8,313,2.8,0.23,122
2021,7,2,1,0,31.0,-31,48.6,15.4,0,0,0,0,4.09,0.0,962.0,323,2.6,0.23,117
2021,7,2,2,0,30.3,-43,62.6,15.7,0,0,0,0,4.12,0.0,962.3,327,2.3,0.23,109
2021,7,2,3,0,29.7,-54,54.9,16.0,0,0,0,0,4.23,0.0,962.7,310,1.8,0.23,100
2021,7,2,4,0,29.2,-62,37.7,16.4,8,0,0,8,4.35,0.0,963.2,274,2.4,0.23,89
2021,7,2,5,0,29.7,-70,54.5,16.8,55,0,0,55,4.46,0.0,963.8,266,3.3,0.23,78
2021,7,2,6,0,30.7,-77,40.1,16.9,173,80,36,209,4.56,0.0,964.4,268,3.6,0.23,66
2021,7,2,7,0,31.3,-84,44.6,16.7,296,0,0,296,4.59,0.0,964.6,269,3.2,0.23,53
2021,7,2,8,0,31.6,-92,54.7,16.5,325,0,0,325,4.61,0.0,964.7,266,2.6,0.23,41
2021,7,2,9,0,31.7,-103,71.8,16.8,240,0,0,240,4.71,0.0,964.9,259,2.5,0.23,28
2021,7,2,10,0,31.8,-124,58.6,17.3,393,2,2,396,4.81,0.0,964.9,256,2.6,0.23,17
2021,7,2,11,0,32.2,-179,17.2,17.4,443,377,370,813,4.82,0.0,964.6,264,2.8,0.23,11
2021,7,2,12,0,32.8,125,2.0,17.3,234,734,703,936,4.77,0.0,963.8,282,2.7,0.23,17
2021,7,2,13,0,33.3,104,7.9,17.1,283,590,524,807,4.7,0.0,963.1,278,2.7,0.23,28
2021,7,2,14,0,33.6,93,3.2,16.8,189,689,524,713,4.64,0.0,962.6,249,2.7,0.23,40
2021,7,2,15,0,34.8,85,28.1,15.8,294,173,114,408,4.45,0.0,961.5,233,3.2,0.23,53
2021,7,2,16,0,35.9,78,35.1,15.2,209,59,24,233,4.33,0.0,960.5,230,4.2,0.23,65
2021,7,2,17,0,35.3,70,71.9,15.9,35,0,0,35,4.48,0.0,960.9,229,5.0,0.23,77
2021,7,2,18,0,34.1,63,61.8,16.5,11,0,0,11,4.6,0.0,961.3,238,5.4,0.23,89
2021,7,2,19,0,32.2,54,91.0,16.8,0,0,0,0,4.76,0.0,962.5,210,2.6,0.23,100
2021,7,2,20,0,29.1,44,96.6,17.7,0,0,0,0,4.95,0.0,964.4,115,5.8,0.23,109
2021,7,2,21,0,27.3,31,93.5,18.1,0,0,0,0,4.91,0.0,964.9,120,7.5,0.23,117
2021,7,2,22,0,27.6,17,92.5,18.0,0,0,0,0,4.78,0.0,964.5,145,4.8,0.23,122
2021,7,2,23,0,27.9,0,95.7,18.0,0,0,0,0,4.73,0.0,964.3,145,1.8,0.23,124
2021,7,3,0,0,28.3,-16,79.5,18.1,0,0,0,0,4.76,0.0,964.0,101,1.8,0.23,122
2021,7,3,1,0,28.5,-31,58.8,18.3,0,0,0,0,4.8,0.0,963.6,120,2.2,0.23,117
2021,7,3,2,0,28.5,-43,30.5,18.5,0,0,0,0,4.83,0.0,963.6,120,2.1,0.23,109
2021,7,3,3,0,28.5,-54,29.0,18.4,0,0,0,0,4.86,0.0,963.8,107,2.1,0.23,100
2021,7,3,4,0,28.8,-63,51.0,18.1,9,25,2,12,4.88,0.0,964.1,107,2.3,0.23,89
2021,7,3,5,0,29.7,-70,9.6,18.1,86,204,44,129,4.91,0.0,964.4,118,2.6,0.23,78
2021,7,3,6,0,31.3,-77,35.2,17.9,194,59,20,214,4.94,0.0,964.7,135,2.9,0.23,66
2021,7,3,7,0,32.9,-84,26.4,17.6,311,152,95,406,4.95,0.0,964.7,149,2.6,0.23,53
2021,7,3,8,0,34.1,-92,50.2,17.3,362,0,0,362,4.97,0.0,964.5,167,2.0,0.23,41
2021,7,3,9,0,35.1,-103,26.8,17.0,468,190,173,640,4.99,0.0,964.2,178,1.4,0.23,28
2021,7,3,10,0,36.2,-124,16.3,16.8,434,385,369,803,5.01,0.0,963.8,207,0.8,0.23,17
2021,7,3,11,0,37.3,-179,0.9,16.5,190,804,790,980,5.03,0.0,963.2,262,1.0,0.23,11
2021,7,3,12,0,38.4,126,0.7,16.2,187,800,765,952,5.04,0.0,962.3,280,1.9,0.23,17
2021,7,3,13,0,38.3,104,5.5,16.2,270,620,550,820,5.06,0.0,961.6,274,3.0,0.23,28
2021,7,3,14,0,37.3,93,52.6,16.4,339,17,14,354,5.02,0.0,961.0,246,4.4,0.23,40
2021,7,3,15,0,36.7,85,90.7,16.5,51,0,0,51,5.07,0.0,960.8,230,6.5,0.23,53
2021,7,3,16,0,33.9,78,94.1,17.8,21,0,0,21,5.27,0.0,961.5,179,3.6,0.23,65
2021,7,3,17,0,28.6,71,94.5,19.8,6,0,0,6,5.45,0.0,962.9,95,6.3,0.23,77
2021,7,3,18,0,26.5,63,56.6,20.8,4,0,0,4,5.56,0.0,963.9,61,4.6,0.23,89
2021,7,3,19,0,27.2,54,91.6,20.7,0,0,0,0,5.61,0.0,964.3,13,2.2,0.23,100
2021,7,3,20,0,27.4,44,94.0,20.6,0,0,0,0,5.59,0.0,965.1,135,1.0,0.23,109
2021,7,3,21,0,26.8,31,95.8,20.8,0,0,0,0,5.45,0.0,966.1,83,2.6,0.23,117
2021,7,3,22,0,26.6,17,90.4,20.7,0,0,0,0,5.19,0.0,966.1,57,3.7,0.23,122
2021,7,3,23,0,27.1,0,74.7,20.4,0,0,0,0,5.07,0.0,965.5,95,2.7,0.23,124
2021,7,4,0,0,27.2,-16,71.8,20.3,0,0,0,0,5.12,0.0,965.2,137,3.0,0.23,122
2021,7,4,1,0,27.0,-31,44.9,20.4,0,0,0,0,5.13,0.0,964.8,164,3.3,0.23,117
2021,7,4,2,0,26.9,-43,45.9,20.3,0,0,0,0,5.12,0.0,964.7,170,2.6,0.23,110
2021,7,4,3,0,26.8,-54,45.3,20.4,0,0,0,0,5.18,0.0,964.9,151,1.7,0.23,100
2021,7,4,4,0,26.4,-63,29.9,20.6,10,4,0,11,5.25,0.0,965.3,149,1.8,0.23,89
2021,7,4,5,0,26.3,-70,3.0,20.7,81,181,41,122,5.3,0.0,965.8,171,2.4,0.23,78
2021,7,4,6,0,26.8,-77,1.1,20.4,152,365,152,304,5.32,0.0,966.1,180,3.0,0.23,66
2021,7,4,7,0,27.9,-84,3.9,20.0,245,399,237,482,5.3,0.0,966.1,184,2.7,0.23,53
2021,7,4,8,0,29.4,-92,1.3,19.5,283,508,384,667,5.27,0.0,966.0,194,1.8,0.23,41
2021,7,4,9,0,30.9,-103,11.0,19.1,452,314,272,723,5.23,0.0,965.8,221,1.5,0.23,29
2021,7,4,10,0,32.6,-124,11.1,18.5,463,372,355,818,5.18,0.0,965.4,249,1.5,0.23,17
2021,7,4,11,0,34.0,-178,6.8,17.6,379,528,519,898,5.06,0.0,964.7,279,1.6,0.23,11
2021,7,4,12,0,35.4,126,6.0,16.6,345,564,541,886,4.89,0.0,963.8,300,2.2,0.23,17
2021,7,4,13,0,36.5,104,19.3,15.7,470,259,226,696,4.74,0.0,962.9,306,2.8,0.23,28
2021,7,4,14,0,37.2,93,18.2,15.3,387,270,210,597,4.64,0.0,962.1,301,3.0,0.23,40
2021,7,4,15,0,37.5,85,25.6,15.1,350,98,57,407,4.6,0.0,961.4,294,3.1,0.23,53
2021,7,4,16,0,37.6,78,14.6,15.1,184,266,116,300,4.58,0.0,960.9,288,3.0,0.23,65
2021,7,4,17,0,37.3,71,21.6,15.3,84,155,44,127,4.56,0.0,960.9,285,2.5,0.23,77
2021,7,4,18,0,36.2,63,51.6,15.9,10,0,0,10,4.58,0.0,961.2,294,1.3,0.23,89
2021,7,4,19,0,34.9,54,35.3,16.5,0,0,0,0,4.63,0.0,961.8,24,0.5,0.23,100
2021,7,4,20,0,34.2,44,59.3,16.9,0,0,0,0,4.72,0.0,962.3,47,1.4,0.23,109
2021,7,4,21,0,33.6,31,63.8,17.4,0,0,0,0,4.81,0.0,962.6,3,0.6,0.23,117
2021,7,4,22,0,33.3,17,61.2,17.5,0,0,0,0,4.84,0.0,962.7,251,1.9,0.23,122
2021,7,4,23,0,32.3,0,40.7,17.4,0,0,0,0,4.82,0.0,962.6,238,2.4,0.23,124
2021,7,5,0,0,31.1,-16,44.5,17.8,0,0,0,0,4.79,0.0,962.5,204,2.2,0.23,122
2021,7,5,1,0,30.4,-31,43.6,17.9,0,0,0,0,4.73,0.0,962.5,188,2.4,0.23,117
2021,7,5,2,0,30.1,-43,15.2,17.9,0,0,0,0,4.66,0.0,962.7,183,2.1,0.23,110
2021,7,5,3,0,29.9,-54,25.4,17.9,0,0,0,0,4.58,0.0,963.1,165,1.5,0.23,100
2021,7,5,4,0,29.7,-63,58.4,17.9,8,0,0,8,4.46,0.0,963.5,138,1.3,0.23,90
2021,7,5,5,0,30.3,-70,42.4,17.6,81,0,0,81,4.38,0.0,964.0,136,1.3,0.23,78
2021,7,5,6,0,31.3,-77,55.9,16.8,146,0,0,146,4.33,0.0,964.4,152,0.8,0.23,66
2021,7,5,7,0,32.1,-84,63.0,16.4,207,0,0,207,4.29,0.0,964.6,159,0.6,0.23,54
2021,7,5,8,0,32.6,-92,32.6,16.2,450,56,43,493,4.27,0.0,964.7,154,0.9,0.23,41
2021,7,5,9,0,33.0,-103,20.3,16.4,437,295,261,698,4.29,0.0,964.9,146,1.1,0.23,29
2021,7,5,10,0,33.8,-124,6.6,16.5,244,690,662,906,4.28,0.0,964.8,138,0.8,0.23,17
2021,7,5,11,0,35.0,-178,0.4,16.0,145,868,853,998,4.19,0.0,964.2,354,0.3,0.23,11
2021,7,5,12,0,36.5,126,0.0,15.3,134,878,840,975,4.07,0.0,963.3,329,1.8,0.23,17
2021,7,5,13,0,37.8,104,0.0,14.4,135,852,751,886,3.94,0.0,962.3,318,3.0,0.23,28
2021,7,5,14,0,38.9,93,0.0,13.4,126,817,621,747,3.81,0.0,961.2,302,4.1,0.23,40
2021,7,5,15,0,39.5,85,0.0,12.6,112,754,455,566,3.74,0.0,960.5,292,5.0,0.23,53
2021,7,5,16,0,39.7,78,0.0,12.2,92,639,269,361,3.74,0.0,960.4,289,5.2,0.23,65
2021,7,5,17,0,39.1,71,5.2,12.4,68,338,84,152,3.74,0.0,960.6,287,4.4,0.23,77
2021,7,5,18,0,37.8,63,36.0,12.3,13,1,0,13,3.67,0.0,960.7,280,4.7,0.23,89
2021,7,5,19,0,36.4,54,28.6,11.6,0,0,0,0,3.59,0.0,961.1,272,5.9,0.23,100
2021,7,5,20,0,35.3,44,21.3,11.5,0,0,0,0,3.6,0.0,961.6,263,6.1,0.23,109
2021,7,5,21,0,34.5,31,39.6,12.0,0,0,0,0,3.64,0.0,961.7,258,5.9,0.23,117
2021,7,5,22,0,34.3,17,53.0,12.6,0,0,0,0,3.57,0.0,961.6,255,5.8,0.23,122
2021,7,5,23,0,34.0,0,47.0,12.2,0,0,0,0,3.41,0.0,961.7,255,6.7,0.23,124
2021,7,6,0,0,33.7,-16,31.6,9.9,0,0,0,0,3.22,0.0,961.7,259,7.3,0.23,122
2021,7,6,1,0,33.1,-31,29.1,7.9,0,0,0,0,3.09,0.0,961.7,264,6.7,0.23,117
2021,7,6,2,0,32.4,-43,55.8,7.6,0,0,0,0,3.1,0.0,961.8,266,5.5,0.23,110
2021,7,6,3,0,31.7,-54,42.6,8.8,0,0,0,0,3.14,0.0,962.4,257,3.4,0.23,100
2021,7,6,4,0,31.1,-63,14.0,10.4,10,7,1,11,3.12,0.0,963.2,232,2.2,0.23,90
2021,7,6,5,0,31.4,-70,12.7,11.6,83,152,39,121,3.05,0.0,963.7,226,2.5,0.23,78
2021,7,6,6,0,32.6,-77,3.8,11.7,141,444,182,323,3.0,0.0,964.2,243,2.8,0.23,66
2021,7,6,7,0,34.2,-85,11.3,10.3,246,400,244,490,2.93,0.0,964.2,263,3.4,0.23,54
2021,7,6,8,0,35.7,-93,2.2,8.6,191,704,532,722,2.89,0.0,963.8,275,3.9,0.23,41
2021,7,6,9,0,37.1,-103,0.0,7.4,165,823,721,886,2.86,0.0,963.5,279,4.0,0.23,29
2021,7,6,10,0,38.5,-125,0.0,6.6,151,873,833,985,2.83,0.0,963.1,280,4.3,0.23,17
2021,7,6,11,0,39.7,-178,0.0,5.9,147,889,873,1020,2.79,0.0,962.3,280,4.9,0.23,11
